KUCAT ID,Exam Type,CBT Score,Program Applied
KUCAT_2019_182,KUCAT-PCM,780,BArch in Architecture
KUCAT_2019_183,KUCAT-PCM,715,BE in Computer Engineering
KUCAT_2019_184,KUCAT-PCM,741,BSc In Computer Science
KUCAT_2019_185,KUCAT-PCM,801,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_186,KUCAT-PCM,1064,BE in Computer Engineering
KUCAT_2019_187,KUCAT-PCM,864,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_188,KUCAT-PCM,712,BE in Computer Engineering
KUCAT_2019_189,KUCAT-PCM,756,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_190,KUCAT-PCB,560,BTech in Biotechnology
KUCAT_2019_191,KUCAT-PCM,686,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_192,KUCAT-PCM,881,BE in Computer Engineering
KUCAT_2019_193,KUCAT-PCB,489,Bachelor of Pharmacy
KUCAT_2019_194,KUCAT-PCM,671,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_195,KUCAT-PCM,945,BSc In Computer Science
KUCAT_2019_196,KUCAT-PCM,774,BE in Computer Engineering
KUCAT_2019_197,KUCAT-PCM,851,BArch in Architecture
KUCAT_2019_198,KUCAT-PCM,462,BE in Mechanical Engineering(Energy Technology)
KUCAT_2019_199,KUCAT-PCB,675,Bachelor of Pharmacy
KUCAT_2019_200,KUCAT-PCB,497,BTech in Biotechnology
KUCAT_2019_201,KUCAT-PCM,815,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_202,KUCAT-PCM,773,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_203,KUCAT-PCM,837,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_204,KUCAT-PCM,699,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_205,KUCAT-PCM,494,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_206,KUCAT-PCM,725,BE in Computer Engineering
KUCAT_2019_207,KUCAT-PCM,496,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_208,KUCAT-PCM,707,BE in Geomatics Engineering
KUCAT_2019_209,KUCAT-PCM,888,BE in Chemical Engineering
KUCAT_2019_210,KUCAT-PCM,501,BE in Computer Engineering
KUCAT_2019_211,KUCAT-PCM,884,BE in Mechanical Engineering(Automobile)
KUCAT_2019_212,KUCAT-PCM,1117,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_213,KUCAT-PCM,490,BE in Computer Engineering
KUCAT_2019_214,KUCAT-PCM,886,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_215,KUCAT-PCB,697,Bachelor of Pharmacy
KUCAT_2019_216,KUCAT-PCM,961,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_217,KUCAT-PCM,670,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_218,KUCAT-PCM,654,BArch in Architecture
KUCAT_2019_219,KUCAT-PCM,824,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_176,KUCAT-PCM,513,BArch in Architecture
KUCAT_2019_177,KUCAT-PCM,951,BE in Computer Engineering
KUCAT_2019_178,KUCAT-PCM,752,BE in Geomatics Engineering
KUCAT_2019_179,KUCAT-PCM,479,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_180,KUCAT-PCB,475,Bachelor of Pharmacy
KUCAT_2019_181,KUCAT-PCM,707,BE in Computer Engineering
KUCAT_2019_182,KUCAT-PCM,780,BArch in Architecture
KUCAT_2019_183,KUCAT-PCM,715,BE in Computer Engineering
KUCAT_2019_184,KUCAT-PCM,741,BSc In Computer Science
KUCAT_2019_185,KUCAT-PCM,801,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_186,KUCAT-PCM,1064,BE in Computer Engineering
KUCAT_2019_187,KUCAT-PCM,864,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_188,KUCAT-PCM,712,BE in Computer Engineering
KUCAT_2019_189,KUCAT-PCM,756,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_190,KUCAT-PCB,560,BTech in Biotechnology
KUCAT_2019_191,KUCAT-PCM,686,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_192,KUCAT-PCM,881,BE in Computer Engineering
KUCAT_2019_193,KUCAT-PCB,489,Bachelor of Pharmacy
KUCAT_2019_194,KUCAT-PCM,671,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_195,KUCAT-PCM,945,BSc In Computer Science
KUCAT_2019_196,KUCAT-PCM,774,BE in Computer Engineering
KUCAT_2019_197,KUCAT-PCM,851,BArch in Architecture
KUCAT_2019_198,KUCAT-PCM,462,BE in Mechanical Engineering(Energy Technology)
KUCAT_2019_199,KUCAT-PCB,675,Bachelor of Pharmacy
KUCAT_2019_200,KUCAT-PCB,497,BTech in Biotechnology
KUCAT_2019_201,KUCAT-PCM,815,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_202,KUCAT-PCM,773,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_203,KUCAT-PCM,837,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_204,KUCAT-PCM,699,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_205,KUCAT-PCM,494,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_206,KUCAT-PCM,725,BE in Computer Engineering
KUCAT_2019_207,KUCAT-PCM,496,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_208,KUCAT-PCM,707,BE in Geomatics Engineering
KUCAT_2019_209,KUCAT-PCM,888,BE in Chemical Engineering
KUCAT_2019_210,KUCAT-PCM,501,BE in Computer Engineering
KUCAT_2019_211,KUCAT-PCM,884,BE in Mechanical Engineering(Automobile)
KUCAT_2019_212,KUCAT-PCM,1117,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_213,KUCAT-PCM,490,BE in Computer Engineering
KUCAT_2019_214,KUCAT-PCM,886,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_215,KUCAT-PCB,697,Bachelor of Pharmacy
KUCAT_2019_216,KUCAT-PCM,961,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_217,KUCAT-PCM,670,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_218,KUCAT-PCM,654,BArch in Architecture
KUCAT_2019_219,KUCAT-PCM,824,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_220,KUCAT-PCM,595,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_221,KUCAT-PCM,478,BE in Computer Engineering
KUCAT_2019_222,KUCAT-PCM,1147,BE in Computer Engineering
KUCAT_2019_223,KUCAT-PCM,475,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_224,KUCAT-PCM,516,BE in Computer Engineering
KUCAT_2019_225,KUCAT-PCM,1020,BE in Computer Engineering
KUCAT_2019_226,KUCAT-PCM,959,BE in Computer Engineering
KUCAT_2019_227,KUCAT-PCM,959,BE in Computer Engineering
KUCAT_2019_228,KUCAT-PCM,976,BE in Computer Engineering
KUCAT_2019_229,KUCAT-PCM,871,BE in Geomatics Engineering
KUCAT_2019_230,KUCAT-PCM,506,BE in Geomatics Engineering
KUCAT_2019_231,KUCAT-PCM,620,BE in Computer Engineering
KUCAT_2019_232,KUCAT-PCM,769,BE in Computer Engineering
KUCAT_2019_233,KUCAT-PCM,802,BE in Mechanical Engineering(Automobile)
KUCAT_2019_234,KUCAT-PCM,510,BE in Mechanical Engineering(Automobile)
KUCAT_2019_235,KUCAT-PCM,876,BE in Computer Engineering
KUCAT_2019_236,KUCAT-PCM,532,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_237,KUCAT-PCM,711,BE in Geomatics Engineering
KUCAT_2019_238,KUCAT-PCM,483,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_239,KUCAT-PCB,525,Bachelor of Pharmacy
KUCAT_2019_240,KUCAT-PCB,376,Bachelor of Pharmacy
KUCAT_2019_241,KUCAT-PCB,747,Bachelor of Pharmacy
KUCAT_2019_242,KUCAT-PCB,414,Bachelor of Pharmacy
KUCAT_2019_243,KUCAT-PCM,802,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_244,KUCAT-PCM,570,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_245,KUCAT-PCM,867,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_246,KUCAT-PCM,740,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_247,KUCAT-PCM,625,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_248,KUCAT-PCM,981,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_249,KUCAT-PCM,786,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_250,KUCAT-PCM,997,BE in Geomatics Engineering
KUCAT_2019_251,KUCAT-PCM,540,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_252,KUCAT-PCM,705,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_253,KUCAT-PCM,546,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_254,KUCAT-PCM,910,BArch in Architecture
KUCAT_2019_255,KUCAT-PCB,579,Bachelor of Pharmacy
KUCAT_2019_256,KUCAT-PCM,671,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_257,KUCAT-PCM,931,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_258,KUCAT-PCM,874,BE in Computer Engineering
KUCAT_2019_259,KUCAT-PCM,920,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_260,KUCAT-PCM,495,BE in Computer Engineering
KUCAT_2019_261,KUCAT-PCM,626,BE in Computer Engineering
KUCAT_2019_262,KUCAT-PCM,649,BE in Computer Engineering
KUCAT_2019_263,KUCAT-PCM,863,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_220,KUCAT-PCM,595,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_221,KUCAT-PCM,478,BE in Computer Engineering
KUCAT_2019_222,KUCAT-PCM,1147,BE in Computer Engineering
KUCAT_2019_223,KUCAT-PCM,475,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_224,KUCAT-PCM,516,BE in Computer Engineering
KUCAT_2019_225,KUCAT-PCM,1020,BE in Computer Engineering
KUCAT_2019_226,KUCAT-PCM,959,BE in Computer Engineering
KUCAT_2019_227,KUCAT-PCM,959,BE in Computer Engineering
KUCAT_2019_228,KUCAT-PCM,976,BE in Computer Engineering
KUCAT_2019_229,KUCAT-PCM,871,BE in Geomatics Engineering
KUCAT_2019_230,KUCAT-PCM,506,BE in Geomatics Engineering
KUCAT_2019_231,KUCAT-PCM,620,BE in Computer Engineering
KUCAT_2019_232,KUCAT-PCM,769,BE in Computer Engineering
KUCAT_2019_233,KUCAT-PCM,802,BE in Mechanical Engineering(Automobile)
KUCAT_2019_234,KUCAT-PCM,510,BE in Mechanical Engineering(Automobile)
KUCAT_2019_235,KUCAT-PCM,876,BE in Computer Engineering
KUCAT_2019_236,KUCAT-PCM,532,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_237,KUCAT-PCM,711,BE in Geomatics Engineering
KUCAT_2019_238,KUCAT-PCM,483,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_239,KUCAT-PCB,525,Bachelor of Pharmacy
KUCAT_2019_240,KUCAT-PCB,376,Bachelor of Pharmacy
KUCAT_2019_241,KUCAT-PCB,747,Bachelor of Pharmacy
KUCAT_2019_242,KUCAT-PCB,414,Bachelor of Pharmacy
KUCAT_2019_243,KUCAT-PCM,802,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_244,KUCAT-PCM,570,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_245,KUCAT-PCM,867,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_246,KUCAT-PCM,740,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_247,KUCAT-PCM,625,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_248,KUCAT-PCM,981,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_249,KUCAT-PCM,786,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_250,KUCAT-PCM,997,BE in Geomatics Engineering
KUCAT_2019_251,KUCAT-PCM,540,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_252,KUCAT-PCM,705,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_253,KUCAT-PCM,546,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_254,KUCAT-PCM,910,BArch in Architecture
KUCAT_2019_255,KUCAT-PCB,579,Bachelor of Pharmacy
KUCAT_2019_256,KUCAT-PCM,671,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_257,KUCAT-PCM,931,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_258,KUCAT-PCM,874,BE in Computer Engineering
KUCAT_2019_259,KUCAT-PCM,920,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_260,KUCAT-PCM,495,BE in Computer Engineering
KUCAT_2019_261,KUCAT-PCM,626,BE in Computer Engineering
KUCAT_2019_262,KUCAT-PCM,649,BE in Computer Engineering
KUCAT_2019_263,KUCAT-PCM,863,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_264,KUCAT-PCM,798,BArch in Architecture
KUCAT_2019_265,KUCAT-PCM,1044,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_266,KUCAT-PCM,561,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_267,KUCAT-PCM,474,BE in Computer Engineering
KUCAT_2019_268,KUCAT-PCM,788,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_269,KUCAT-PCM,891,BArch in Architecture
KUCAT_2019_270,KUCAT-PCM,546,BE in Computer Engineering
KUCAT_2019_271,KUCAT-PCM,773,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_272,KUCAT-PCM,745,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_273,KUCAT-PCM,869,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_274,KUCAT-PCM,580,BE in Computer Engineering
KUCAT_2019_275,KUCAT-PCM,925,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_276,KUCAT-PCM,855,BE in Computer Engineering
KUCAT_2019_277,KUCAT-PCM,736,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_278,KUCAT-PCM,651,BArch in Architecture
KUCAT_2019_279,KUCAT-PCM,874,BE in Mechanical Engineering(Automobile)
KUCAT_2019_280,KUCAT-PCM,722,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_281,KUCAT-PCM,819,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_282,KUCAT-PCM,955,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_283,KUCAT-PCM,751,BE in Computer Engineering
KUCAT_2019_284,KUCAT-PCB,723,Bachelor of Pharmacy
KUCAT_2019_285,KUCAT-PCB,679,Bachelor of Pharmacy
KUCAT_2019_286,KUCAT-PCM,678,BE in Computer Engineering
KUCAT_2019_287,KUCAT-PCM,880,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_288,KUCAT-PCM,482,BE in Computer Engineering
KUCAT_2019_289,KUCAT-PCB,667,Bachelor of Pharmacy
KUCAT_2019_290,KUCAT-PCM,528,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_291,KUCAT-PCM,823,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_292,KUCAT-PCM,650,BE in Computer Engineering
KUCAT_2019_293,KUCAT-PCM,654,BE in Mechanical Engineering(Automobile)
KUCAT_2019_294,KUCAT-PCM,847,BArch in Architecture
KUCAT_2019_295,KUCAT-PCM,848,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_296,KUCAT-PCM,990,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_297,KUCAT-PCM,613,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_298,KUCAT-PCM,697,BE in Mechanical Engineering(Automobile)
KUCAT_2019_299,KUCAT-PCM,781,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_300,KUCAT-PCM,922,BE in Mechanical Engineering(Automobile)
KUCAT_2019_301,KUCAT-PCM,670,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_302,KUCAT-PCM,648,BArch in Architecture
KUCAT_2019_303,KUCAT-PCM,756,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_304,KUCAT-PCM,576,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_305,KUCAT-PCM,965,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_306,KUCAT-PCM,840,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_307,KUCAT-PCM,825,BE in Computer Engineering
KUCAT_2019_264,KUCAT-PCM,798,BArch in Architecture
KUCAT_2019_265,KUCAT-PCM,1044,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_266,KUCAT-PCM,561,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_267,KUCAT-PCM,474,BE in Computer Engineering
KUCAT_2019_268,KUCAT-PCM,788,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_269,KUCAT-PCM,891,BArch in Architecture
KUCAT_2019_270,KUCAT-PCM,546,BE in Computer Engineering
KUCAT_2019_271,KUCAT-PCM,773,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_272,KUCAT-PCM,745,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_273,KUCAT-PCM,869,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_274,KUCAT-PCM,580,BE in Computer Engineering
KUCAT_2019_275,KUCAT-PCM,925,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_276,KUCAT-PCM,855,BE in Computer Engineering
KUCAT_2019_277,KUCAT-PCM,736,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_278,KUCAT-PCM,651,BArch in Architecture
KUCAT_2019_279,KUCAT-PCM,874,BE in Mechanical Engineering(Automobile)
KUCAT_2019_280,KUCAT-PCM,722,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_281,KUCAT-PCM,819,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_282,KUCAT-PCM,955,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_283,KUCAT-PCM,751,BE in Computer Engineering
KUCAT_2019_284,KUCAT-PCB,723,Bachelor of Pharmacy
KUCAT_2019_285,KUCAT-PCB,679,Bachelor of Pharmacy
KUCAT_2019_286,KUCAT-PCM,678,BE in Computer Engineering
KUCAT_2019_287,KUCAT-PCM,880,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_288,KUCAT-PCM,482,BE in Computer Engineering
KUCAT_2019_289,KUCAT-PCB,667,Bachelor of Pharmacy
KUCAT_2019_290,KUCAT-PCM,528,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_291,KUCAT-PCM,823,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_292,KUCAT-PCM,650,BE in Computer Engineering
KUCAT_2019_293,KUCAT-PCM,654,BE in Mechanical Engineering(Automobile)
KUCAT_2019_294,KUCAT-PCM,847,BArch in Architecture
KUCAT_2019_295,KUCAT-PCM,848,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_296,KUCAT-PCM,990,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_297,KUCAT-PCM,613,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_298,KUCAT-PCM,697,BE in Mechanical Engineering(Automobile)
KUCAT_2019_299,KUCAT-PCM,781,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_300,KUCAT-PCM,922,BE in Mechanical Engineering(Automobile)
KUCAT_2019_301,KUCAT-PCM,670,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_302,KUCAT-PCM,648,BArch in Architecture
KUCAT_2019_303,KUCAT-PCM,756,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_304,KUCAT-PCM,576,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_305,KUCAT-PCM,965,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_306,KUCAT-PCM,840,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_307,KUCAT-PCM,825,BE in Computer Engineering
KUCAT_2019_308,KUCAT-PCM,647,BArch in Architecture
KUCAT_2019_309,KUCAT-PCM,522,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_310,KUCAT-PCM,612,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_311,KUCAT-PCB,902,Bachelor of Pharmacy
KUCAT_2019_312,KUCAT-PCB,1117,Bachelor of Pharmacy
KUCAT_2019_313,KUCAT-PCM,855,BE in Computer Engineering
KUCAT_2019_314,KUCAT-PCM,714,BE in Computer Engineering
KUCAT_2019_315,KUCAT-PCM,799,BE in Computer Engineering
KUCAT_2019_316,KUCAT-PCM,1006,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_317,KUCAT-PCM,891,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_318,KUCAT-PCM,708,BE in Computer Engineering
KUCAT_2019_319,KUCAT-PCM,990,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_320,KUCAT-PCM,1092,BArch in Architecture
KUCAT_2019_321,KUCAT-PCM,730,BArch in Architecture
KUCAT_2019_322,KUCAT-PCM,1151,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_323,KUCAT-PCM,873,BE in Computer Engineering
KUCAT_2019_324,KUCAT-PCM,549,BE in Computer Engineering
KUCAT_2019_325,KUCAT-PCM,912,BE in Computer Engineering
KUCAT_2019_326,KUCAT-PCM,962,BE in Computer Engineering
KUCAT_2019_327,KUCAT-PCM,752,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_328,KUCAT-PCM,1167,BE in Computer Engineering
KUCAT_2019_329,KUCAT-PCM,566,BE in Computer Engineering
KUCAT_2019_330,KUCAT-PCM,1103,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_331,KUCAT-PCM,768,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_332,KUCAT-PCM,930,BE in Computer Engineering
KUCAT_2019_333,KUCAT-PCM,794,BE in Computer Engineering
KUCAT_2019_334,KUCAT-PCM,575,BE in Computer Engineering
KUCAT_2019_335,KUCAT-PCM,574,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_336,KUCAT-PCM,767,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_337,KUCAT-PCM,866,BE in Computer Engineering
KUCAT_2019_338,KUCAT-PCM,997,BE in Computer Engineering
KUCAT_2019_339,KUCAT-PCM,666,BE in Computer Engineering
KUCAT_2019_340,KUCAT-PCM,659,BE in Computer Engineering
KUCAT_2019_341,KUCAT-PCM,663,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_342,KUCAT-PCM,567,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_343,KUCAT-PCM,728,BE in Computer Engineering
KUCAT_2019_344,KUCAT-PCM,662,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_345,KUCAT-PCM,966,BE in Computer Engineering
KUCAT_2019_346,KUCAT-PCM,535,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_347,KUCAT-PCM,750,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_348,KUCAT-PCM,583,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_349,KUCAT-PCM,982,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_350,KUCAT-PCM,915,BE in Computer Engineering
KUCAT_2019_351,KUCAT-PCM,690,BE in Chemical Engineering
KUCAT_2019_308,KUCAT-PCM,647,BArch in Architecture
KUCAT_2019_309,KUCAT-PCM,522,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_310,KUCAT-PCM,612,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_311,KUCAT-PCB,902,Bachelor of Pharmacy
KUCAT_2019_312,KUCAT-PCB,1117,Bachelor of Pharmacy
KUCAT_2019_313,KUCAT-PCM,855,BE in Computer Engineering
KUCAT_2019_314,KUCAT-PCM,714,BE in Computer Engineering
KUCAT_2019_315,KUCAT-PCM,799,BE in Computer Engineering
KUCAT_2019_316,KUCAT-PCM,1006,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_317,KUCAT-PCM,891,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_318,KUCAT-PCM,708,BE in Computer Engineering
KUCAT_2019_319,KUCAT-PCM,990,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_320,KUCAT-PCM,1092,BArch in Architecture
KUCAT_2019_321,KUCAT-PCM,730,BArch in Architecture
KUCAT_2019_322,KUCAT-PCM,1151,BE in Civil Engineering (Specialization in Hydropower)
